dataset,num_blocks,embed_dim,pretrained_source,type,batch_size,update_iters,repeat_idx,data_aug,acc,ece,nll,time_taken
cifar10,12,512,in21k_cifar,ibprobit,512,64,92,False,0.915999948978424,0.0534002929925918,0.3208997249603271,6.992655992507935
cifar10,12,512,in21k_cifar,ibprobit,512,64,39,False,0.9174000024795532,0.0514600276947021,0.307589054107666,6.797046661376953
cifar10,12,512,in21k_cifar,ibprobit,512,64,7,False,0.9169999957084656,0.0526628196239471,0.316007912158966,6.83036470413208
cifar10,12,512,in21k_cifar,ibprobit,512,64,41,False,0.91839998960495,0.0510757863521575,0.3069250881671905,6.925130605697632
cifar10,12,512,in21k_cifar,ibprobit,512,64,63,False,0.9199999570846558,0.0486319065093994,0.3080486357212066,6.995131492614746
cifar10,12,512,in21k_cifar,ibprobit,512,64,80,False,0.91839998960495,0.051766961812973,0.3117625713348388,6.833765029907227
cifar10,12,512,in21k_cifar,ibprobit,512,64,62,False,0.9140999913215636,0.0555151179432868,0.3138291537761688,6.929633378982544
cifar10,12,512,in21k_cifar,ibprobit,512,64,6,False,0.9167999625205994,0.0529173538088798,0.3098326623439789,6.812810182571411
cifar10,12,512,in21k_cifar,ibprobit,512,64,21,False,0.9168999791145324,0.0528838820755481,0.3125278353691101,6.921647310256958
cifar10,12,512,in21k_cifar,ibprobit,1024,2,88,False,0.9202999472618104,0.020673856139183,0.4013635516166687,6.640342950820923
cifar10,12,512,in21k_cifar,ibprobit,1024,2,73,False,0.9199000000953674,0.0211183913052082,0.4025335311889648,6.791326284408569
cifar10,12,512,in21k_cifar,ibprobit,1024,2,90,False,0.920799970626831,0.0215094797313213,0.4011281132698059,6.598761320114136
cifar10,12,512,in21k_cifar,ibprobit,1024,2,93,False,0.920699954032898,0.0218949355185031,0.402141809463501,6.570820331573486
cifar10,12,512,in21k_cifar,ibprobit,1024,2,87,False,0.9210000038146972,0.0202695000916719,0.4003016948699951,6.750494718551636
cifar10,12,512,in21k_cifar,ibprobit,1024,2,13,False,0.9199999570846558,0.0199828594923019,0.4009629189968109,6.584945201873779
cifar10,12,512,in21k_cifar,ibprobit,1024,2,0,False,0.920799970626831,0.0212803073227405,0.4027816951274872,6.778074741363525
cifar10,12,512,in21k_cifar,ibprobit,1024,2,53,False,0.920699954032898,0.019753623753786,0.4010942578315735,6.802784442901611
cifar10,12,512,in21k_cifar,ibprobit,1024,2,18,False,0.9199000000953674,0.019915621727705,0.4014992713928222,6.797998428344727
cifar10,12,512,in21k_cifar,ibprobit,1024,2,20,False,0.920799970626831,0.020554669201374,0.4013065099716186,6.580418348312378
cifar10,12,512,in21k_cifar,ibprobit,1024,2,16,False,0.9204999804496764,0.0199922174215316,0.4022180438041687,6.837839603424072
cifar10,12,512,in21k_cifar,ibprobit,1024,2,76,False,0.920199990272522,0.0208611954003572,0.4012185931205749,6.730796813964844
cifar10,12,512,in21k_cifar,ibprobit,1024,2,25,False,0.920799970626831,0.0203222073614597,0.400304913520813,6.765122652053833
cifar10,12,512,in21k_cifar,ibprobit,1024,2,32,False,0.9199999570846558,0.0205905698239803,0.4027170538902282,6.621162414550781
cifar10,12,512,in21k_cifar,ibprobit,1024,2,42,False,0.9212999939918518,0.0217609331011772,0.4002338647842407,6.636115789413452
cifar10,12,512,in21k_cifar,ibprobit,1024,2,82,False,0.920799970626831,0.0209591928869485,0.4009072780609131,6.5650269985198975
cifar10,12,512,in21k_cifar,ibprobit,1024,2,92,False,0.9197999835014344,0.02030760794878,0.401294469833374,6.689721584320068
cifar10,12,512,in21k_cifar,ibprobit,1024,2,39,False,0.9200999736785888,0.0198209211230278,0.4019735753536224,6.609266996383667
cifar10,12,512,in21k_cifar,ibprobit,1024,2,7,False,0.9208999872207642,0.0220780335366725,0.4024650752544403,6.543829679489136
cifar10,12,512,in21k_cifar,ibprobit,1024,2,41,False,0.9208999872207642,0.0222761407494545,0.4021386504173279,6.58099627494812
cifar10,12,512,in21k_cifar,ibprobit,1024,2,63,False,0.9212999939918518,0.021108403801918,0.4010465741157532,6.713985443115234
cifar10,12,512,in21k_cifar,ibprobit,1024,2,80,False,0.9196999669075012,0.0197161324322223,0.4020623564720154,6.63998818397522
cifar10,12,512,in21k_cifar,ibprobit,1024,2,62,False,0.920799970626831,0.021598806604743,0.4020359516143799,6.680455923080444
cifar10,12,512,in21k_cifar,ibprobit,1024,2,6,False,0.9205999970436096,0.0207117870450019,0.401840478181839,6.706788778305054
cifar10,12,512,in21k_cifar,ibprobit,1024,2,21,False,0.9199999570846558,0.0190233029425144,0.4010150730609894,6.77846884727478
cifar10,12,512,in21k_cifar,ibprobit,1024,4,88,False,0.9208999872207642,0.0147517975419759,0.3333839774131775,6.732883930206299
cifar10,12,512,in21k_cifar,ibprobit,1024,4,73,False,0.9211999773979188,0.0140720270574092,0.3343610167503357,6.551447868347168
cifar10,12,512,in21k_cifar,ibprobit,1024,4,90,False,0.920199990272522,0.0143808424472808,0.3327367901802063,6.58664870262146
cifar10,12,512,in21k_cifar,ibprobit,1024,4,93,False,0.9210000038146972,0.0147414216771721,0.3349995017051697,6.641683340072632
cifar10,12,512,in21k_cifar,ibprobit,1024,4,87,False,0.9208999872207642,0.0150817856192588,0.3329928815364837,6.510429859161377
cifar10,12,512,in21k_cifar,ibprobit,1024,4,13,False,0.9200999736785888,0.0147630609571933,0.3347640037536621,6.715630769729614
cifar10,12,512,in21k_cifar,ibprobit,1024,4,0,False,0.920199990272522,0.0159460213035345,0.3335297107696533,6.791408538818359
cifar10,12,512,in21k_cifar,ibprobit,1024,4,53,False,0.920799970626831,0.0147120784968137,0.3329092562198639,6.574474334716797
cifar10,12,512,in21k_cifar,ibprobit,1024,4,18,False,0.920799970626831,0.0150195863097906,0.3331257998943329,6.698448181152344
cifar10,12,512,in21k_cifar,ibprobit,1024,4,20,False,0.92139995098114,0.0144053976982831,0.3327957689762115,6.630447626113892
cifar10,12,512,in21k_cifar,ibprobit,1024,4,16,False,0.919599950313568,0.0171828437596559,0.3338012993335724,6.635195016860962
cifar10,12,512,in21k_cifar,ibprobit,1024,4,76,False,0.920699954032898,0.0144787291064858,0.3324446678161621,6.780664443969727
cifar10,12,512,in21k_cifar,ibprobit,1024,4,25,False,0.920799970626831,0.0159456860274076,0.3328680992126465,6.731220006942749
cifar10,12,512,in21k_cifar,ibprobit,1024,4,32,False,0.9203999638557434,0.0151995746418833,0.3333059847354889,6.732473134994507
cifar10,12,512,in21k_cifar,ibprobit,1024,4,42,False,0.920799970626831,0.0156541094183921,0.3349871635437011,6.604857683181763
cifar10,12,512,in21k_cifar,ibprobit,1024,4,82,False,0.920199990272522,0.0139616206288337,0.3325777351856231,6.656417608261108
cifar10,12,512,in21k_cifar,ibprobit,1024,4,92,False,0.9210999608039856,0.014003163203597,0.3331194221973419,6.773803472518921
cifar10,12,512,in21k_cifar,ibprobit,1024,4,39,False,0.920199990272522,0.0139548005536198,0.3346403241157532,6.669072151184082
cifar10,12,512,in21k_cifar,ibprobit,1024,4,7,False,0.9192000031471252,0.0148126054555177,0.3356360793113708,6.639493942260742
cifar10,12,512,in21k_cifar,ibprobit,1024,4,41,False,0.9192000031471252,0.0151941245421767,0.3340635597705841,6.758502006530762
cifar10,12,512,in21k_cifar,ibprobit,1024,4,63,False,0.9192000031471252,0.015320979990065,0.3337776362895965,6.706582307815552
cifar10,12,512,in21k_cifar,ibprobit,1024,4,80,False,0.920799970626831,0.0151681937277317,0.332938551902771,6.50257682800293
cifar10,12,512,in21k_cifar,ibprobit,1024,4,62,False,0.920699954032898,0.0160278063267469,0.3335610926151275,6.6468141078948975
cifar10,12,512,in21k_cifar,ibprobit,1024,4,6,False,0.9192000031471252,0.0155073348432779,0.3332374393939972,6.794889688491821
cifar10,12,512,in21k_cifar,ibprobit,1024,4,21,False,0.920799970626831,0.0141813093796372,0.3306795954704284,6.730828046798706
cifar10,12,512,in21k_cifar,ibprobit,1024,8,88,False,0.919599950313568,0.03028180077672,0.2998785972595215,6.775717973709106
cifar10,12,512,in21k_cifar,ibprobit,1024,8,73,False,0.918999969959259,0.0309003293514251,0.2969221472740173,6.587869167327881
cifar10,12,512,in21k_cifar,ibprobit,1024,8,90,False,0.920799970626831,0.0296038053929805,0.2969238460063934,6.773386001586914
cifar10,12,512,in21k_cifar,ibprobit,1024,8,93,False,0.9199999570846558,0.0305189006030559,0.2963841259479522,6.8040971755981445
cifar10,12,512,in21k_cifar,ibprobit,1024,8,87,False,0.9196999669075012,0.0319067426025867,0.3012557923793793,6.754119157791138
cifar10,12,512,in21k_cifar,ibprobit,1024,8,13,False,0.9204999804496764,0.0318612083792686,0.3007487952709198,6.652580738067627
cifar10,12,512,in21k_cifar,ibprobit,1024,8,0,False,0.920199990272522,0.0311369933187961,0.2997693419456482,6.786618709564209
cifar10,12,512,in21k_cifar,ibprobit,1024,8,53,False,0.9208999872207642,0.0302714593708515,0.2967683970928192,6.840881824493408
cifar10,12,512,in21k_cifar,ibprobit,1024,8,18,False,0.919599950313568,0.0311688277870416,0.3007016479969024,6.538491249084473
cifar10,12,512,in21k_cifar,ibprobit,1024,8,20,False,0.9212999939918518,0.031499695032835,0.2992244362831116,6.749077796936035
cifar10,12,512,in21k_cifar,ibprobit,1024,8,16,False,0.9197999835014344,0.0321339927613735,0.299350768327713,6.614532470703125
cifar10,12,512,in21k_cifar,ibprobit,1024,8,76,False,0.9193999767303468,0.0312755368649959,0.298295646905899,6.649007558822632
cifar10,12,512,in21k_cifar,ibprobit,1024,8,25,False,0.9194999933242798,0.0314386673271656,0.2985743284225464,6.753769159317017
cifar10,12,512,in21k_cifar,ibprobit,1024,8,32,False,0.9197999835014344,0.0298840701580047,0.2985321581363678,6.803213834762573
cifar10,12,512,in21k_cifar,ibprobit,1024,8,42,False,0.9192999601364136,0.0307469330728054,0.2983167767524719,6.750127077102661
cifar10,12,512,in21k_cifar,ibprobit,1024,8,82,False,0.920199990272522,0.0294284708797931,0.2977226376533508,6.587376832962036
cifar10,12,512,in21k_cifar,ibprobit,1024,8,92,False,0.9196999669075012,0.0304207764565944,0.3012386858463287,6.676373720169067
cifar10,12,512,in21k_cifar,ibprobit,1024,8,39,False,0.9203999638557434,0.0307386331260204,0.2991505265235901,6.700042724609375
cifar10,12,512,in21k_cifar,ibprobit,1024,8,7,False,0.9185999631881714,0.0326904579997062,0.2998151779174804,6.625379085540772
cifar10,12,512,in21k_cifar,ibprobit,1024,8,41,False,0.9197999835014344,0.0314674936234951,0.2983448803424835,6.745657205581665
cifar10,12,512,in21k_cifar,ibprobit,1024,8,63,False,0.9197999835014344,0.0302617121487855,0.2968467473983764,6.681250333786011
cifar10,12,512,in21k_cifar,ibprobit,1024,8,80,False,0.919599950313568,0.0314795896410942,0.3010337948799133,6.560555934906006
cifar10,12,512,in21k_cifar,ibprobit,1024,8,62,False,0.9193999767303468,0.0300463456660509,0.297012448310852,6.778336524963379
cifar10,12,512,in21k_cifar,ibprobit,1024,8,6,False,0.9194999933242798,0.0319320745766162,0.299364298582077,6.685891389846802
cifar10,12,512,in21k_cifar,ibprobit,1024,8,21,False,0.918899953365326,0.0313845612108707,0.298275351524353,6.653212070465088
cifar10,12,512,in21k_cifar,ibprobit,1024,16,88,False,0.918999969959259,0.0416343137621879,0.2912976145744324,6.909608602523804
cifar10,12,512,in21k_cifar,ibprobit,1024,16,73,False,0.9179999828338624,0.0426331385970115,0.293276309967041,6.901727199554443
cifar10,12,512,in21k_cifar,ibprobit,1024,16,90,False,0.920199990272522,0.0400001592934131,0.2867369353771209,6.888866186141968
cifar10,12,512,in21k_cifar,ibprobit,1024,16,93,False,0.9210000038146972,0.0395366735756397,0.2894483208656311,6.702290296554565
cifar10,12,512,in21k_cifar,ibprobit,1024,16,87,False,0.9178999662399292,0.0417061373591423,0.2881677746772766,6.885512590408325
cifar10,12,512,in21k_cifar,ibprobit,1024,16,13,False,0.9174999594688416,0.042450726032257,0.2880386710166931,6.852118968963623
cifar10,12,512,in21k_cifar,ibprobit,1024,16,0,False,0.9178999662399292,0.0421565100550651,0.2878214418888092,6.86121940612793
cifar10,12,512,in21k_cifar,ibprobit,1024,16,53,False,0.9180999994277954,0.0407764762639999,0.2900781631469726,6.941164016723633
cifar10,12,512,in21k_cifar,ibprobit,1024,16,18,False,0.917199969291687,0.0427981168031692,0.2884601354598999,6.814248085021973
cifar10,12,512,in21k_cifar,ibprobit,1024,16,20,False,0.9180999994277954,0.0420031808316707,0.2891858220100403,6.891041278839111
cifar10,12,512,in21k_cifar,ibprobit,1024,16,16,False,0.919599950313568,0.0391291603446006,0.2835035026073456,6.679656982421875
cifar10,12,512,in21k_cifar,ibprobit,1024,16,76,False,0.9174000024795532,0.042483277618885,0.2895655333995819,6.78219747543335
cifar10,12,512,in21k_cifar,ibprobit,1024,16,25,False,0.91839998960495,0.0421858690679073,0.2890211641788482,6.783620357513428
cifar10,12,512,in21k_cifar,ibprobit,1024,16,32,False,0.9199999570846558,0.0398558005690574,0.287994921207428,6.830032110214233
cifar10,12,512,in21k_cifar,ibprobit,1024,16,42,False,0.9174000024795532,0.041722685098648,0.2930899262428283,6.781449556350708
cifar10,12,512,in21k_cifar,ibprobit,1024,16,82,False,0.9199000000953674,0.040213905274868,0.2857916057109833,6.736854791641235
cifar10,12,512,in21k_cifar,ibprobit,1024,16,92,False,0.9162999987602234,0.0433036386966705,0.2942374348640442,6.5728678703308105
cifar10,12,512,in21k_cifar,ibprobit,1024,16,39,False,0.919099986553192,0.0418813936412334,0.2916204929351806,6.967746257781982
cifar10,12,512,in21k_cifar,ibprobit,1024,16,7,False,0.9168999791145324,0.0440831556916236,0.2915770411491394,6.893895626068115
cifar10,12,512,in21k_cifar,ibprobit,1024,16,41,False,0.9187999963760376,0.0418080538511276,0.2874670922756195,6.89042329788208
cifar10,12,512,in21k_cifar,ibprobit,1024,16,63,False,0.919099986553192,0.0415280908346176,0.2894432842731476,6.73427414894104
cifar10,12,512,in21k_cifar,ibprobit,1024,16,80,False,0.9187999963760376,0.0407248139381408,0.2912563979625702,6.730267763137817
cifar10,12,512,in21k_cifar,ibprobit,1024,16,62,False,0.9193999767303468,0.0414438471198082,0.2876100540161133,6.898155212402344
cifar10,12,512,in21k_cifar,ibprobit,1024,16,6,False,0.9197999835014344,0.0405654460191726,0.287689208984375,6.846905708312988
cifar10,12,512,in21k_cifar,ibprobit,1024,16,21,False,0.920799970626831,0.0397187396883964,0.2903098464012146,6.899645566940308
cifar10,12,512,in21k_cifar,ibprobit,1024,32,88,False,0.9192000031471252,0.0483775436878204,0.2948757112026214,6.663278341293335
cifar10,12,512,in21k_cifar,ibprobit,1024,32,73,False,0.91729998588562,0.0490018278360366,0.2966762483119964,6.810241460800171
cifar10,12,512,in21k_cifar,ibprobit,1024,32,90,False,0.9157999753952026,0.0506684407591819,0.2968170940876007,6.84316873550415
cifar10,12,512,in21k_cifar,ibprobit,1024,32,93,False,0.9185999631881714,0.0464293286204338,0.2933251857757568,6.849039793014526
cifar10,12,512,in21k_cifar,ibprobit,1024,32,87,False,0.920199990272522,0.0468690097332,0.2947494685649872,6.779290199279785
cifar10,12,512,in21k_cifar,ibprobit,1024,32,13,False,0.9182999730110168,0.0474992617964744,0.2974938452243805,6.99463152885437
cifar10,12,512,in21k_cifar,ibprobit,1024,32,0,False,0.9185999631881714,0.0459793917834758,0.2890815436840057,6.745419263839722
cifar10,12,512,in21k_cifar,ibprobit,1024,32,53,False,0.9197999835014344,0.0468686372041702,0.2928517460823059,6.679839611053467
cifar10,12,512,in21k_cifar,ibprobit,1024,32,18,False,0.9180999994277954,0.0468809455633163,0.2949690818786621,6.687542200088501
cifar10,12,512,in21k_cifar,ibprobit,1024,32,20,False,0.9192000031471252,0.0462958551943302,0.2938818335533142,6.865415811538696
cifar10,12,512,in21k_cifar,ibprobit,1024,32,16,False,0.9192999601364136,0.0458732545375824,0.2941839694976806,6.73366641998291
cifar10,12,512,in21k_cifar,ibprobit,1024,32,76,False,0.9145999550819396,0.0505730882287025,0.3038417994976043,6.848391771316528
cifar10,12,512,in21k_cifar,ibprobit,1024,32,25,False,0.9174000024795532,0.0484053455293178,0.2931274771690368,6.836431980133057
cifar10,12,512,in21k_cifar,ibprobit,1024,32,32,False,0.9168999791145324,0.0488010942935943,0.3007388710975647,6.746951103210449
cifar10,12,512,in21k_cifar,ibprobit,1024,32,42,False,0.91839998960495,0.0481722503900527,0.2966935038566589,6.72258734703064
cifar10,12,512,in21k_cifar,ibprobit,1024,32,82,False,0.917199969291687,0.048625648021698,0.2934776842594147,6.862822532653809
cifar10,12,512,in21k_cifar,ibprobit,1024,32,92,False,0.919099986553192,0.0470831841230392,0.2988247871398926,6.706240892410278
cifar10,12,512,in21k_cifar,ibprobit,1024,32,39,False,0.918999969959259,0.0459000170230865,0.2909680604934692,6.775926113128662
cifar10,12,512,in21k_cifar,ibprobit,1024,32,7,False,0.918899953365326,0.0469405800104141,0.2930965721607208,6.84870171546936
cifar10,12,512,in21k_cifar,ibprobit,1024,32,41,False,0.9181999564170836,0.0487085469067096,0.2922554612159729,6.623727798461914
cifar10,12,512,in21k_cifar,ibprobit,1024,32,63,False,0.9175999760627748,0.0501614324748516,0.3009242713451385,6.82028865814209
cifar10,12,512,in21k_cifar,ibprobit,1024,32,80,False,0.9204999804496764,0.0462266355752944,0.2942065894603729,6.781623363494873
cifar10,12,512,in21k_cifar,ibprobit,1024,32,62,False,0.9174999594688416,0.0488475263118743,0.289191722869873,6.70898175239563
cifar10,12,512,in21k_cifar,ibprobit,1024,32,6,False,0.9174000024795532,0.0480782464146614,0.2965464293956756,6.721072435379028
cifar10,12,512,in21k_cifar,ibprobit,1024,32,21,False,0.9186999797821044,0.0476389303803443,0.2986056208610534,6.777364730834961
cifar10,12,512,in21k_cifar,ibprobit,1024,64,88,False,0.9156999588012696,0.0548651032149791,0.3216191530227661,6.606700658798218
cifar10,12,512,in21k_cifar,ibprobit,1024,64,73,False,0.9185000061988832,0.0522452667355537,0.3090176582336426,6.85722279548645
cifar10,12,512,in21k_cifar,ibprobit,1024,64,90,False,0.9185999631881714,0.0518085062503814,0.3112705051898956,6.866457939147949
cifar10,12,512,in21k_cifar,ibprobit,1024,64,93,False,0.917199969291687,0.0546906739473342,0.3137740194797516,6.778345823287964
cifar10,12,512,in21k_cifar,ibprobit,1024,64,87,False,0.9182999730110168,0.0515984296798706,0.3123119473457336,6.764768600463867
cifar10,12,512,in21k_cifar,ibprobit,1024,64,13,False,0.9175999760627748,0.0522718839347362,0.3098478317260742,6.750776529312134
cifar10,12,512,in21k_cifar,ibprobit,1024,64,0,False,0.917199969291687,0.0532832741737365,0.3190172910690307,6.909557104110718
cifar10,12,512,in21k_cifar,ibprobit,1024,64,53,False,0.9193999767303468,0.0512660443782806,0.3157791793346405,6.693164587020874
cifar10,12,512,in21k_cifar,ibprobit,1024,64,18,False,0.917799949645996,0.0523482263088226,0.3111570179462433,6.838320970535278
cifar10,12,512,in21k_cifar,ibprobit,1024,64,20,False,0.9174000024795532,0.0523199439048767,0.3076637089252472,6.731148719787598
cifar10,12,512,in21k_cifar,ibprobit,1024,64,16,False,0.9176999926567078,0.0528139770030975,0.307876318693161,6.9106433391571045
cifar10,12,512,in21k_cifar,ibprobit,1024,64,76,False,0.9181999564170836,0.05180674046278,0.304203599691391,6.871899604797363
cifar10,12,512,in21k_cifar,ibprobit,1024,64,25,False,0.91729998588562,0.0541266687214374,0.3201313018798828,6.7412660121917725
cifar10,12,512,in21k_cifar,ibprobit,1024,64,32,False,0.9169999957084656,0.0533563420176506,0.3187123835086822,6.836432695388794
cifar10,12,512,in21k_cifar,ibprobit,1024,64,42,False,0.9185000061988832,0.0513666272163391,0.3088344931602478,6.788165330886841
cifar10,12,512,in21k_cifar,ibprobit,1024,64,82,False,0.916700005531311,0.0539369508624076,0.3212132453918457,6.678788185119629
cifar10,12,512,in21k_cifar,ibprobit,1024,64,92,False,0.9199000000953674,0.0510354004800319,0.303744226694107,6.718785524368286
cifar10,12,512,in21k_cifar,ibprobit,1024,64,39,False,0.9160999655723572,0.0531230270862579,0.3096182346343994,6.663993835449219
cifar10,12,512,in21k_cifar,ibprobit,1024,64,7,False,0.9186999797821044,0.0508216246962547,0.3064668774604797,6.669740438461304
cifar10,12,512,in21k_cifar,ibprobit,1024,64,41,False,0.91729998588562,0.0533455349504947,0.3125570118427276,6.640101671218872
cifar10,12,512,in21k_cifar,ibprobit,1024,64,63,False,0.918899953365326,0.0520781427621841,0.3060481548309326,6.804996728897095
cifar10,12,512,in21k_cifar,ibprobit,1024,64,80,False,0.9187999963760376,0.0519020184874534,0.3167641460895538,6.715027809143066
cifar10,12,512,in21k_cifar,ibprobit,1024,64,62,False,0.9176999926567078,0.0527617186307907,0.3089080452919006,6.8648717403411865
cifar10,12,512,in21k_cifar,ibprobit,1024,64,6,False,0.9181999564170836,0.051541294902563,0.3068870902061462,6.648219108581543
cifar10,12,512,in21k_cifar,ibprobit,1024,64,21,False,0.919099986553192,0.0514589175581932,0.3073923289775848,6.899432897567749
cifar10,12,512,in21k_cifar,ibprobit,2048,2,88,False,0.9212999939918518,0.0312205478549003,0.4214567840099334,7.82549524307251
cifar10,12,512,in21k_cifar,ibprobit,2048,2,73,False,0.92139995098114,0.0311434082686901,0.4219004809856415,7.803999900817871
cifar10,12,512,in21k_cifar,ibprobit,2048,2,90,False,0.9210000038146972,0.0309752747416496,0.423324704170227,7.826810121536255
cifar10,12,512,in21k_cifar,ibprobit,2048,2,93,False,0.920799970626831,0.0304231029003858,0.4228110313415527,7.710086584091186
cifar10,12,512,in21k_cifar,ibprobit,2048,2,87,False,0.9205999970436096,0.0302852801978588,0.4234181642532348,7.632526397705078
cifar10,12,512,in21k_cifar,ibprobit,2048,2,13,False,0.9210999608039856,0.0310315750539302,0.4234949052333832,7.807437181472778
cifar10,12,512,in21k_cifar,ibprobit,2048,2,0,False,0.919599950313568,0.0302743725478649,0.4234041273593902,7.740677356719971
cifar10,12,512,in21k_cifar,ibprobit,2048,2,53,False,0.9210000038146972,0.0321715474128723,0.4236956834793091,7.620307922363281
cifar10,12,512,in21k_cifar,ibprobit,2048,2,18,False,0.9214999675750732,0.0316218510270118,0.4224259257316589,7.80178427696228
cifar10,12,512,in21k_cifar,ibprobit,2048,2,20,False,0.9200999736785888,0.0294000916182994,0.4228866100311279,7.806415557861328
cifar10,12,512,in21k_cifar,ibprobit,2048,2,16,False,0.9199000000953674,0.0300962440669536,0.4232549667358398,7.533843517303467
cifar10,12,512,in21k_cifar,ibprobit,2048,2,76,False,0.9215999841690063,0.0309864692389965,0.4224788844585418,7.830363512039185
cifar10,12,512,in21k_cifar,ibprobit,2048,2,25,False,0.920199990272522,0.029803043231368,0.424034059047699,7.793781042098999
cifar10,12,512,in21k_cifar,ibprobit,2048,2,32,False,0.9199999570846558,0.0293666552752256,0.4220131635665893,7.613434553146362
cifar10,12,512,in21k_cifar,ibprobit,2048,2,42,False,0.9199999570846558,0.030396856367588,0.4233800768852234,7.679973602294922
cifar10,12,512,in21k_cifar,ibprobit,2048,2,82,False,0.920799970626831,0.0311694331467151,0.4229024648666382,7.790993452072143
cifar10,12,512,in21k_cifar,ibprobit,2048,2,92,False,0.9199000000953674,0.0306556224822998,0.4231452941894531,7.729022264480591
cifar10,12,512,in21k_cifar,ibprobit,2048,2,39,False,0.920699954032898,0.030929634347558,0.4230688512325287,7.784096002578735
cifar10,12,512,in21k_cifar,ibprobit,2048,2,7,False,0.9203999638557434,0.0317687056958675,0.4223109185695648,7.677746534347534
cifar10,12,512,in21k_cifar,ibprobit,2048,2,41,False,0.9200999736785888,0.0306100994348526,0.4236655235290527,7.788612604141235
cifar10,12,512,in21k_cifar,ibprobit,2048,2,63,False,0.9211999773979188,0.0307498835027217,0.4223096668720245,7.642481088638306
cifar10,12,512,in21k_cifar,ibprobit,2048,2,80,False,0.9204999804496764,0.0297926906496286,0.4234533011913299,7.694831371307373
cifar10,12,512,in21k_cifar,ibprobit,2048,2,62,False,0.920199990272522,0.0299379434436559,0.4235548675060272,7.839938163757324
cifar10,12,512,in21k_cifar,ibprobit,2048,2,6,False,0.9210000038146972,0.0303735174238681,0.4231890141963959,7.873352289199829
cifar10,12,512,in21k_cifar,ibprobit,2048,2,21,False,0.9205999970436096,0.030245779082179,0.4235030710697174,7.767326831817627
cifar10,12,512,in21k_cifar,ibprobit,2048,4,88,False,0.9199000000953674,0.0120598021894693,0.3418235182762146,7.8690407276153564
cifar10,12,512,in21k_cifar,ibprobit,2048,4,73,False,0.9204999804496764,0.0123954685404896,0.3410055041313171,7.741276025772095
cifar10,12,512,in21k_cifar,ibprobit,2048,4,90,False,0.9200999736785888,0.0132373608648777,0.3418749868869781,7.898844957351685
cifar10,12,512,in21k_cifar,ibprobit,2048,4,93,False,0.9193999767303468,0.0115408385172486,0.3414380252361297,7.737553834915161
cifar10,12,512,in21k_cifar,ibprobit,2048,4,87,False,0.9210999608039856,0.0138740772381424,0.3419342041015625,7.8897705078125
cifar10,12,512,in21k_cifar,ibprobit,2048,4,13,False,0.9199999570846558,0.0148580512031912,0.341130256652832,7.801031112670898
cifar10,12,512,in21k_cifar,ibprobit,2048,4,0,False,0.9211999773979188,0.0133960153907537,0.3420769572257995,7.616269826889038
cifar10,12,512,in21k_cifar,ibprobit,2048,4,53,False,0.920699954032898,0.0126498490571975,0.3409375548362732,7.812733650207519
cifar10,12,512,in21k_cifar,ibprobit,2048,4,18,False,0.9202999472618104,0.0147884748876094,0.3417562842369079,7.657781362533569
cifar10,12,512,in21k_cifar,ibprobit,2048,4,20,False,0.9204999804496764,0.0136837987229228,0.3418062031269073,7.774333238601685
cifar10,12,512,in21k_cifar,ibprobit,2048,4,16,False,0.9208999872207642,0.012346725910902,0.3406414985656738,7.593635320663452
cifar10,12,512,in21k_cifar,ibprobit,2048,4,76,False,0.9204999804496764,0.0102288657799363,0.341420829296112,7.659732341766357
cifar10,12,512,in21k_cifar,ibprobit,2048,4,25,False,0.9211999773979188,0.0140420980751514,0.3415115177631378,7.67764139175415
cifar10,12,512,in21k_cifar,ibprobit,2048,4,32,False,0.9199000000953674,0.0145896058529615,0.3409660458564758,7.6409430503845215
cifar10,12,512,in21k_cifar,ibprobit,2048,4,42,False,0.920799970626831,0.0134563688188791,0.3413623571395874,7.787418842315674
cifar10,12,512,in21k_cifar,ibprobit,2048,4,82,False,0.919599950313568,0.0136852106079459,0.3414332568645477,7.722253799438477
cifar10,12,512,in21k_cifar,ibprobit,2048,4,92,False,0.9208999872207642,0.0127479238435626,0.3427636325359344,7.808143138885498
cifar10,12,512,in21k_cifar,ibprobit,2048,4,39,False,0.919599950313568,0.0153357740491628,0.3428797423839569,7.71904444694519
cifar10,12,512,in21k_cifar,ibprobit,2048,4,7,False,0.9204999804496764,0.0141347367316484,0.3423407077789306,7.646986961364746
cifar10,12,512,in21k_cifar,ibprobit,2048,4,41,False,0.9210999608039856,0.0145520465448498,0.3406554460525512,7.645183563232422
cifar10,12,512,in21k_cifar,ibprobit,2048,4,63,False,0.920699954032898,0.0133153405040502,0.3420043885707855,7.803931474685669
cifar10,12,512,in21k_cifar,ibprobit,2048,4,80,False,0.9210999608039856,0.0123140299692749,0.3411481380462646,7.843673229217529
cifar10,12,512,in21k_cifar,ibprobit,2048,4,62,False,0.918899953365326,0.0121657345443964,0.3423510193824768,7.594281911849976
cifar10,12,512,in21k_cifar,ibprobit,2048,4,6,False,0.9202999472618104,0.014364237897098,0.340787798166275,7.766720533370972
cifar10,12,512,in21k_cifar,ibprobit,2048,4,21,False,0.9196999669075012,0.0118729146197438,0.3411321341991424,7.6086039543151855
